"ï»¿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
PXWSTVW6,journalArticle,2008,"Kusiak, Andrew; Zhe Song",Clustering-Based Performance Optimization of the Boiler Turbine System,IEEE Transactions on Energy Conversion,,,10.1109/TEC.2007.914183,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4456516,,"June 5, 2008",18/09/15 08:04,18/09/15 08:04,,651-658,,2,23,,IEEE Trans. Energy Convers.,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>In this paper, two optimization models for improve- ment of the boilerâ€“turbine system performance are formulated. The models are constructed using a data-mining approach. His- torical process data is clustered and the discovered patterns are selected for performance improvement of the boilerâ€“turbine sys- tem.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/EBBC6MMJ/IEEE Trans. Energy Convers. 2008 Kusiak.pdf,,Clustering; Controls; ElectricalEngineering; MultipleTechniques; Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGIBVU5S,journalArticle,2008,"Lam, Joseph C; Wan, Kevin K W; Cheung, K L; Yang, Liu",Principal component analysis of electricity use in office buildings,Energy and Buildings,,,10.1016/j.enbuild.2007.06.001,http://linkinghub.elsevier.com/retrieve/pii/S0378778807001764,,"January 1, 2008",18/09/15 08:04,18/09/15 08:04,,828-836,,5,40,,Energy and Buildings,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>Principal component analysis was conducted on five major climatic variablesâ€”dry-bulb temperature, wet-bulb temperature, global solar radiation, clearness index and wind speed.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/43IDET4X/Energy and Buildings 2008 Lam.pdf,,BuildingEnergyAnalysis; Characterization; NoveltyDetection; PCA; PortfolioAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QXXWM3CK,conferencePaper,2013,"Lange, B; Rodriguez, N; Puech, W; Vasques, X",Discovering unexpected information using a building energy visualization tool,Proceedings of the IS&T/SPIE 2013 Conference on Electronic Imaging,,,10.1117/12.2000273,http://proceedings.spiedigitallibrary.org/proceeding.aspx?doi=10.1117/12.2000273,,"March 12, 2013",18/09/15 08:04,07/10/15 09:48,,86500Q,,,8650,,,,,,,,SPIE,"San Francisco, CA, USA",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>The main goal of this project is to create a smart and scalable BMS. This new kind of BMS will be able to dig into data and predict events. This IT system is based on component paradigm and the core can be extended with external components. Some of them are developed during the project: data mining, building generation model and visualization.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ZT2GTKCX/IS&TSPIE Electronic Imaging 2013 Lange.pdf,,ElectricalEngineering; EnergyManagment; Operations; PatternAnalysis; VisualAnalytics,,"Baskurt, Atilla M; Sitnik, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS&T/SPIE Conference on Electronic Imaging,,,,,,,,,,,,,,,
AWV8IZGA,bookSection,2012,"Lange, Benoit; Rodriguez, Nancy; Puech, William",Energy Consumption Improvement Through a Visualization Software,Energy Efficiency - A Bridge to Low Carbon Economy,,,,,,"March 6, 2012",18/09/15 08:04,07/10/15 10:14,,161-184,,,,,,,,,,,Intech,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>We present a project called RIDER, for Research for IT Driver EneRgy efficiencies. We are developing a green box composed by a set of IT components; able to generate efficient predictive model and building optimization.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DMJ4CK9R/2012 Lange.pdf,,ElectricalEngineering; EnergyManagment; Operations; PatternAnalysis; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USEW8N7I,journalArticle,2014,"Lavin, Alexander; Klabjan, Diego",Clustering time-series energy data from smart meters,Energy Efficiency,,"1570-646X, 1570-6478",10.1007/s12053-014-9316-0,http://link.springer.com/article/10.1007/s12053-014-9316-0,"Investigations have been performed into using clustering methods in data mining time-series data from smart meters. The problem is to identify patterns and trends in energy usage profiles of commercial and industrial customers over 24-h periods and group similar profiles. We tested our method on energy usage data provided by several U.S. power utilities. The results show accurate grouping of accounts similar in their energy usage patterns, and potential for the method to be utilized in energy efficiency programs.",12/11/14,13/10/15 09:28,13/10/15 09:28,13/10/15 09:28,681-689,,4,8,,Energy Efficiency,,,,,,,,en,,,,,link.springer.com,,,"<div title=""Page 1""> <div> <div> <p>Investigations have been performed into using clustering methods in data mining time-series data from smart meters. The problem is to identify patterns and trends in energy usage profiles of commercial and industrial customers over 24-h periods and group similar profiles. We tested our method on energy usage data provided by several U.S. power utilities. The results show accurate grouping of accounts similar in their energy usage patterns, and potential for the method to be utilized in energy efficiency programs.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UJESDENS/Lavin and Klabjan - 2014 - Clustering time-series energy data from smart mete.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/I6RVRMF2/s12053-014-9316-0.html,,BuildingEnergyAnalysis; Clustering; K-Means; LoadProfiling; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGVMVIQ,conferencePaper,2014,"Le Cam, M; Zmeureanu, R; Daoud, A",Application of Data Mining techniques for energy modeling of HVAC sub-systems,Proceedings of eSim 2014 - IBPSA-Canada Conference,,,,http://www.ibpsa.org/proceedings/eSimPapers/2014/7A.3.pdf,Abstract The Building Automation Systems (BAS) installed in commercial and institutional buildings collects a very large amount of data. These measurements present a gold mine of information which could be used for better understanding of the actual building operation ...,"May 1, 2014",18/09/15 08:04,07/10/15 09:50,,,,,,,,,,,,,IBPSA,"Ottawa, Canada",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This study presents practical use of data mining to extract information from BAS measurements, for development of inverse models of building energy performance.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/9FPBFQWP/2014 Le Cam.pdf,,AnomalyDetection; BuildingSimulation; DataMining; NoveltyDetection; PCA; Subsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IBPSA-Canada Conference (eSim),,,,,,,,,,,,,,,
92WCMWTK,journalArticle,2015,"Lee, S H; Hong, Tianzhen; Piette, Mary Ann; Taylor-Lange, S C",Energy retrofit analysis toolkits for commercial buildings: A review,Energy,,,10.1016/j.energy.2015.06.112,http://www.sciencedirect.com/science/article/pii/S0360544215008683,"Retrofit analysis toolkits can be used to optimize energy or cost savings from retrofit strategies, accelerating the adoption of ECMs (energy conservation measu.","January 1, 2015",18/09/15 08:04,18/09/15 08:04,,,,,,,Energy,,,,,,,,,,,,,,,,"<div title=""Page 2""> <div> <div> <p>This paper provides an up-to- date review of the features and capabilities of 18 energy retrofit toolkits, including ECMs and the calculation engines.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/97MEWV9B/472CAAA2-C479-4B34-BCD1-A77031A49869.pdf,,Operations; Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2Q88URM,report,2011,"Lehrer, David; Vasudev, Janani","Visualizing Energy Information in Commercial Buildings: A Study of Tools, Expert Users, and Building Occupants",,,,,https://escholarship.org/uc/item/6vp5m5m3.pdf,,"November 1, 2011",18/09/15 08:04,09/10/15 04:36,,,,,,,,Controls and Information Technology,,,,Controls and Information Technology,Center for the Built Environment - UC Berkeley,,,,,,,,,,"<div title=""Page 2""> <div> <div> <p>The overarching goal of this research is to identify the optimal methods for visualizing building performance information in commercial buildings. The current phase consists of three research activities: (1) product reviews of building visualization software products; (2) a study of expert users regarding attitudes and practices regarding visualization of energy and other building metrics; and (3) a survey of workplace occupants to understand how they use building energy information, and whether improved access to this information will encourage energy conservation behaviors in the workplace.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/9RIKD3F6/2011 Lehrer.pdf,,BuildingEnergyAnalysis; Characterization; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8NKEUPH,report,2009,"Lehrer, David",Research Scoping Report: Visualizing Information in Commercial Buildings,,,,,,,"September 26, 2009",18/09/15 08:04,18/09/15 08:04,,Jan-14,,,,,,,,,,,Center for the Built Environment - UC Berkeley,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>New data acquisition technologies and information visualization methods provide great opportunities to monitor and display building performance data. Together they provide the building industry with the potential to give feedback to commercial building occupants, managers, and other parties, and to encourage energy-saving behaviors.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/GMEPNGS3/DA3FBFA9-C455-41B0-83E4-46DE183B0858.pdf,,BuildingEnergyAnalysis; Characterization; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGCQKK6T,journalArticle,2014,"Li, Shun; Wen, Jin",A model-based fault detection and diagnostic methodology based on PCA method and wavelet transform,Energy and Buildings,,,10.1016/j.enbuild.2013.08.044,http://dx.doi.org/10.1016/j.enbuild.2013.08.044,"Energy & Buildings, 68 (2014) 63-71. doi:10.1016/j.enbuild.2013.08.044","January 1, 2014",18/09/15 08:04,18/09/15 08:04,,63-71,,,68,,Energy and Buildings,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>Wavelet transform is a promising data preprocess approach to solve the problem by removing the influence of weather condition change. A combined Wavelet-PCA method is developed and tested using site-data. The feasibility of using wavelet transform method for data pretreatment has been demonstrated in this study.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/K2U884G9/Energy and Buildings 2014 Li.pdf,,AnomalyDetection; BuildingEnergyAnalysis; NoveltyDetection; PCA; Subsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUXTDAZW,conferencePaper,2012,"Linda, O; Wijayasekara, D; Manic, M; Rieger, C",Computational intelligence based anomaly detection for Building Energy Management Systems,Proceedings of the 5th International Symposium on Resilient Control Systems (ISRCS 2012),,,10.1109/ISRCS.2012.6309297,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?tp=&arnumber=6309297&matchBoolean%3Dtrue%26rowsPerPage%3D30%26searchField%3DSearch_All%26queryText%3D%28p_Title%3A%22Computational+Intelligence+based+Anomaly+Detection+for+Building+Energy+Management+Systems%22%29,"In the past several decades Building Energy Management Systems (BEMSs) have become vital components of most modern buildings. BEMSs utilize advanced microprocessor technology combined with extensive sensor data collection and communication to minimize energy consumption while maintaining high human comfort levels. When properly tuned and operated, BEMSs can provide significant energy savings. However, the complexity of the acquired sensory data and the overwhelming amount of presented information renders them difficult to adjust or even understand by responsible building managers. This inevitably results in suboptimal BEMS operation and performance. To address this issue, this paper reports on a research effort that utilizes Computational Intelligence techniques to fuse multiple heterogeneous sources of BEMS data and to extract relevant actionable information. This actionable information can then be easily understood and acted upon by responsible building managers. In particular, this paper describes the use of anomaly detection algorithms for improving the understandability of BEMS data and for increasing the state-awareness of building managers. The developed system utilizes modified nearest neighbor clustering algorithm and fuzzy logic rule extraction technique to automatically build a model of normal BEMS operations and detect possible anomalous behavior. In addition, linguistic summaries based on fuzzy set representation of the input values are generated for the detected anomalies which increase the understandability of the presented results. View full abstract","August 14, 2012",18/09/15 08:04,07/10/15 09:51,,77-82,,,,,,,,,,,,"Salt Lake City, UT, USA",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>In particular, this paper describes the use of anomaly detection algorithms for improving the understandability of BEMS data and for increasing the state- awareness of building managers.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PPTFZQCW/Proceedings of the 5th International Symposium on Resilient Control Systems (ISRCS) 2012 Linda.pdf,,AnomalyDetection; ElectricalEngineering; NearestNeighbor; NoveltyDetection; Subsystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Symposium on Resilient Control Systems (ISRCS),,,,,,,,,,,,,,,
9A4JPRTR,journalArticle,2010,"Liu, Dandan; Chen, Qijun; Mori, Kazuyuki; Kida, Yukio",A method for detecting abnormal electricity energy consumption in buildings,Journal Of Computational Information Systems,,,,http://www.jofcis.com/publishedpapers/2010_6_14_4887_4895.pdf,,"January 1, 2010",18/09/15 08:04,09/10/15 04:35,,4887-4895,,,14,,Journal Of Computational Information Systems,,,,,,,,,,,,,,,,"<p>Abnormal energy consumption reflects the unreasonable building management and operation modes. This study described a method for detecting abnormal building electricity energy consumption using collected hourly energy consumption data. It includes two parts: (1) the data are classified depending on the data attribute, namely the data in the same set should be generated under almost the same situation. In this part, classification and regression tree algorithm was applied; (2) the outliers are detected in the same set based on statistic method.</p>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/CVJG563B/2010 Liu.pdf,,AnomalyDetection; ClassificationandRegressionTree; ComputerScience; NoveltyDetection; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VVAGHJZ9,conferencePaper,2015,"Liu, Xiufeng; Golab, L.; Ilyas, I.F.",SMAS: A smart meter data analytics system,Proceedings of the 2015 IEEE 31st International Conference on Data Engineering (ICDE),,,10.1109/ICDE.2015.7113405,,"Smart electricity meters are replacing conventional meters worldwide and have enabled a new application domain: smart meter data analytics. In this paper, we introduce SMAS, our smart meter analytics system, which demonstrates the actionable insight that consumers and utilities can obtain from smart meter data. Notably, we implemented SMAS inside a relational database management system using open source tools: PostgreSQL and the MADLib machine learning toolkit. In the proposed demonstration, conference attendees will interact with SMAS as electricity providers, consultants and consumers, and will perform various analyses on real data sets.",Apr-15,11/10/15 10:07,15/10/15 05:40,,1476-1479,,,,,,SMAS,,,,,,"Seoul, South Korea",,,,,,IEEE Xplore,,,"<div title=""Page 1""> <div> <div> <p>In this paper, we introduce SMAS, our smart meter analytics system, which demonstrates the ac- tionable insight that consumers and utilities can obtain from smart meter data.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QZ2XG4QA/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/X66GWHB2/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/6PF2IG56/cookiedetectresponse.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/BDUX8NFJ/Liu et al. - 2015 - SMAS A smart meter data analytics system.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/EXM69FHK/Liu et al. - 2015 - SMAS A smart meter data analytics system.pdf,,ComputerScience; PatternAnalysis; SmartMeter; Targeting; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE 31st International Conference on Data Engineering (ICDE),,,,,,,,,,,,,,,
JTEUKS2H,bookSection,2015,"Mansur, Vitor; Carreira, Paulo; Arsenio, Artur",A Learning Approach for Energy Efficiency Optimization by Occupancy Detection,Internet of Things. User-Centric IoT,978-3-319-19655-8,,,http://link.springer.com/10.1007/978-3-319-19656-5_2,,"June 26, 2015",18/09/15 08:04,18/09/15 08:04,,Sep-15,,,150,Chapter 2,,,,,,,Springer International Publishing,Cham,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper proposes an innovation in the management of HVAC systems: a system that tracks the occupants preferences, and manages automatically the ventilation and heating levels accordingly to their preferences, allowing the system to pool its resources to saving energy while maintaining user comfort levels.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/5WSUI6UT/D2BFF091-DE7E-45D8-811A-240F00D1AA1B.pdf,,Clustering; ComputerScience; K-Means; Operations; RetrofitAnalysis; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24M5DC6E,journalArticle,2011,"May-Ostendorp, Peter; Henze, Gregor P; Corbin, Charles D; Rajagopalan, Balaji; Felsmann, Clemens",Model-predictive control of mixed-mode buildings with rule extraction,Building and Environment,,,10.1016/j.buildenv.2010.08.004,http://linkinghub.elsevier.com/retrieve/pii/S0360132310002477,"A series of model-predictive control (MPC) techniques have been explored for optimizing control sequences for window operation in mixed-mode (MM) buildings using EnergyPlus, and results for a simplified MM office building have been presented. Initial results for a ...","February 1, 2011",18/09/15 08:04,18/09/15 08:04,,428-437,,2,46,,Building and Environment,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>A series of model-predictive control (MPC) techniques have been explored for optimizing control sequences for window operation in mixed-mode (MM) buildings using EnergyPlus, and results for a simplified MM office building have been presented.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JR7A5CS8/Building and Environment 2011 May-Ostendorp.pdf,,BuildingEnergyAnalysis; Controls; DataAssociationRules; Operations; RuleExtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCJ6SAP,journalArticle,2013,"May-Ostendorp, Peter T; Henze, Gregor P; Rajagopalan, Balaji; Corbin, Charles D",Extraction of supervisory building control rules from model predictive control of windows in a mixed mode building,Journal of Building Performance Simulation,,,10.1080/19401493.2012.665481,http://www.tandfonline.com/doi/abs/10.1080/19401493.2012.665481,"... Rajagopalan a & Charles D . Corbin a Available online: 05 Mar 2012. ... 20054. Brambley, MR 2005. Advanced sensors and controls for building applications: market assessment and potential R & D pathways , Richland, Washington: Pacific Northwest National Laboratory. ...","May 1, 2013",18/09/15 08:04,18/09/15 08:04,,199-219,,3,6,,Journal of Building Performance Simulation,,,,,,,,,,,,,,,,"<div title=""Page 2""> <div> <div> <div> <p>Three data mining techniques are examined that extract rules from offline model predictive control (MPC) results for a mixed mode building operated during the cooling season: generalized linear models (GLM), classification and regression trees (CART), and adaptive boosting.</p> </div> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VUH2G2EU/Journal of Building Performance Simulation 2013 May-Ostendorp.pdf,,BuildingSimulation; Controls; DataAssociationRules; Operations; RuleExtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ER36FIR,journalArticle,2015,"Miller, Clayton; Nagy, ZoltÃ¡n; Schlueter, Arno",Automated daily pattern filtering of measured building performance data,Automation in Construction,,0926-5805,10.1016/j.autcon.2014.09.004,http://www.sciencedirect.com/science/article/pii/S0926580514002015,"The amount of sensor data generated by modern building systems is growing rapidly. Automatically discovering the structure of diurnal patterns in this data supports implementation of building commissioning, fault detection and retrofit analysis techniques. Additionally, these data are crucial to informing design professionals about the efficacy of their assumptions and strategies used in performance prediction simulation models. In this paper, we introduce DayFilter, a day-typing process that uses Symbolic Aggregate approXimation (SAX), motif and discord extraction, and clustering to detect the underlying structure of building performance data. Discords, or infrequent daily patterns, are filtered and tagged for deeper, detailed analysis of potential energy savings opportunities. Motifs, or the most frequent patterns, are detected and further aggregated using k-means clustering. This procedure is designed for application on whole building and sub-system metrics from hierarchical building and energy management systems (BMS/EMS). The process transforms quantitative raw data into qualitative subgroups based on daily performance similarity and visualizes them using expressive techniques. We apply DayFilter on 474 days of example data from an international school campus in a tropical climate and 407 days of data from an office building from a temperate European climate. Discords are filtered resulting in 17 and 22 patterns found. Selected discords are investigated and many correlate with specific failures and energy savings detected by the on-site operations staff. Six and ten motif candidates are detected in the two case studies. These motifs are then further aggregated to five and six performance clusters that reflect the typical operational behavior of those projects. We discuss the influence of the parameter choices and provide initial parameter settings for the DayFilter process.",Jan-15,02/10/15 06:26,02/10/15 06:47,02/10/15 06:26,Jan-17,,,"49, Part A",,Automation in Construction,,,,,,,,,,,,,ScienceDirect,,,"<div title=""Page 1""> <div> <div> <p>In this paper, we introduce DayFilter, a day-typing process that uses Symbolic Aggregate approXimation (SAX), motif and discord extraction, and clustering to detect the underlying structure of building performance data. Discords, or infrequent daily patterns, are filtered and tagged for deeper, detailed analysis of potential energy savings opportunities. Motifs, or the most frequent patterns, are detected and further aggregated using k-means clustering.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ETFAUUS3/Miller et al. - 2015 - Automated daily pattern filtering of measured buil.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DPXFNJT3/S0926580514002015.html,,BuildingEnergyAnalysis; Characterization; MotifandDiscordDetection; PortfolioAnalysis; SAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XAMB5639,conferencePaper,2015,"Miller, Clayton; Schlueter, Arno",Forensically discovering simulation feedback knowledge from a campus energy information system,Proceedings of the 2015 Symposium on Simulation for Architecture and Urban Design (SimAUD 2015),,,10.13140/RG.2.1.2286.0964,http://dx.doi.org/10.13140/RG.2.1.2286.0964,,"April 12, 2015",02/10/15 06:40,07/10/15 09:52,02/10/15 06:40,33-40,,,,,,,,,,,SCS,"Washington DC, USA",,,,,,DataCite,,,"<div title=""Page 1""> <div> <div> <p>This paper describes a process applying a series of knowledge discovery filters to screen data quality, weather sensitivity, and temporal breakouts from large nonresiden- tial building performance datasets collected by building man- agement and energy information systems (BMS/EIS).</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/MDA3ENDD/2015_MonitoringDataForSimulationFeedback.pdf,,BuildingSimulation; Characterization; Clustering; MultipleTechniques; PortfolioAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Symposium on Simulation for Architecture and Urban Design (SimAUD),,,,,,,,,,,,,,,
KCHNGGD3,journalArticle,2009,"Morais, Jefferson; Pires, Yomara; Cardoso, Claudomir; Klautau, Aldebaro",An Overview of Data Mining Techniques Applied to Power Systems,Data Mining and Knowledge Discovery in Real Life Applications,,,,http://www.intechopen.com/source/pdfs/5962/InTech-An_overview_of_data_mining_techniques_applied_to_power_systems.pdf,,"January 1, 2009",18/09/15 08:04,09/10/15 04:36,,,,,,,Data Mining and Knowledge Discovery in Real Life Applications,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <div> <p>This chapter has two mains goals and, consequently, is divided in two parts. In the first part, the goal is to present a brief overview on how data mining techniques have been used in power systems. There are several works, such as (Mori, 2002), that introduce data mining techniques to people with background in power systems. In contrast, this text assumes previous knowledge of data mining, describes some fundamental concepts of power systems and illustrates the kind of problems that the electric industry tries to solve with data mining.</p> </div> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UBMRRPDR/2009 Morais.pdf,,ElectricalEngineering; Review; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z3ZP2HIZ,journalArticle,2013,"MorÃ¡n, A; Fuertes, J J; DomÃ_nguez, M; Prada, M A; Alonso, S; Barrientos, P",Analysis of electricity bills using visual continuous maps,Neural Computing and Applications,,,10.1007/s00521-013-1409-8,http://link.springer.com/10.1007/s00521-013-1409-8,,"April 18, 2013",18/09/15 08:04,18/09/15 08:04,,645-655,,03-Apr,23,,Neural Comput & Applic,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>The information from the electricity bills of an institution such as the University of Leo ÌÅn, with several billing points, constitutes a high-dimensional data set which is quite complicated to visualize at a glance. The use of techniques for dimensionality reduction enables to obtain a two-dimensional representation of the original data set which highlights main features in data and is easier to visualize.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/IS84XP83/Neural Comput & Applic 2013 MorÃ¡n.pdf,,Characterization; ComputerScience; PatternAnalysis; PortfolioAnalysis; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5FEC4HEE,report,2015,Nicholas Gayeski; Sian Kleindienst; Jaime Gagne; Bradley Werntz; Ryan Cruz; Stephen Samouhos,Data and Interfaces for Advanced Building Operations and Maintenance - RP 1633 Final Report,,,,,,"Analyzing and interpreting building performance data to inform operations and maintenance is critical to the realization of energy efficient, high performance buildings. With the advance of technology hardware and software for buildings, there is an increasing amount of available data to inform building operations, maintenance and management. However, facility management personnel have limited time and resources and need concise metrics, visualizations, and information in order to support their daily operations and decision-making. Recent works, such as ASHRAEâ€™s Performance Measurement Protocols in Commercial Buildings, have focused attention on the metrics relevant to tracking building performance. The research described in this report seeks to expand such investigations to consider visualization of operational metrics focused on an audience including facility managers, control technicians, heating ventilation and air conditioning (HVAC) technicians, facilities service providers, and commissioning engineers.",Jun-15,05/10/15 08:06,05/10/15 08:16,,,,,,,,,,,,,ASHRAE,,,,,,,,,,"<div title=""Page 3""> <div> <div> <p>The ultimate goal is to provide recommendations about data-driven metrics and interfaces so that they clearly quantify and communicate building operational performance for a diverse set of building stakeholders. This report provides these recommendations and summarizes the activities conducted to arrive at them. These activities included: surveying relevant metrics, visualizations and software interfaces; interviewing building operations staff and supporting personnel; and creating mock up interfaces that research participants reviewed. The body of the report goes into detail about each task and how these tasks informed the recommendations. This executive summary describes the core recommendations of the research with only a brief overview of how these recommendations were arrived at through the project tasks.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WUGMECEB/Data and Interfaces for Advanced Building Operations and Maintenance - RP 1633 Final Report.pdf,,BuildingEnergyAnalysis; EnergyInformationSystem; EnergyManagment; Operations; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
