"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EU39WJTB","conferencePaper","2014","Georgescu, M; Mezic, I","Site-Level Energy Monitoring and Analysis using Koopman Operator Methods","Proceedings of the 2014 ASHRAE/IBPSA-USA Building Simulation Conference (SimBuild 2014)","","","","https://www.ashrae.net/File%20Library/docLib/Events/ASHRAE-IPBSA-USA/Presentations/32_Georgescu.pdf","ABSTRACT In this paper, an approach for the site-level monitoring of building energy consumption is introduced based on properties of the Koopman operator: the Koopman operator is an infinite-dimensional, linear operator that captures nonlinear, finite- ...","2014-09-12","2015-09-18 08:04:13","2015-10-07 09:38:22","","","","","","","","","","","","","ASHRAE/IBPSA","Atlanta, GA, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JPFDITC5/17B34B51-DD3F-4851-8330-CB5EA8CB9BB7.pdf","","BuildingSimulation; Characterization; Done; PatternAnalysis; PortfolioAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IBPSA-USA Building Simulation Conference (SimBuild)","","","","","","","","","","","","","","",""
"NWEZKIDC","journalArticle","2016","Geyer, Philipp; Schlüter, Arno; Cisar, Sasha","Application of clustering for the development of retrofit strategies for large building stocks","Advanced Engineering Informatics","","","","http://www.sciencedirect.com/science/article/pii/S1474034616300167","","2016","2016-04-18 09:17:45","2016-04-18 09:20:49","2016-04-18 09:17:45","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/XZQ2VJNS/Geyer et al. - Application of clustering for the development of r.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/T89UDFWR/S1474034616300167.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/6784DHPK/S1474034616300167.html","","BuildingEnergyAnalysis; Clustering; Done; MultipleTechniques; PortfolioAnalysis; Targeting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNGQ8P75","journalArticle","2010","Granderson, Jessica; Piette, Mary Ann; Ghatikar, Girish","Building energy information systems: user case studies","Energy Efficiency","","1570-646X, 1570-6478","10.1007/s12053-010-9084-4","http://link.springer.com/article/10.1007/s12053-010-9084-4","","2010-06-16","2015-10-05 09:36:15","2015-10-05 09:36:15","2015-10-05 09:36:15","17-30","","1","4","","Energy Efficiency","Building energy information systems","","","","","","","en","","","","","link.springer.com","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PANWSGZH/Granderson et al. - 2010 - Building energy information systems user case stu.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/M9M2GKHQ/s12053-010-9084-4.html","","BuildingEnergyAnalysis; Characterization; Done; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNSDA23M","journalArticle","2014","Green, R.; Staffell, I.; Vasilakos, N.","Divide and Conquer K-Means Clustering of Demand Data Allows Rapid and Accurate Simulations of the British Electricity System","IEEE Transactions on Engineering Management","","0018-9391","10.1109/TEM.2013.2284386","","We use a k-means clustering algorithm to partition national electricity demand data for Great Britain and apply a novel profiling method to obtain a set of representative demand profiles for each year over the period 1994-2005. We then use a simulated dispatch model to assess the accuracy of these daily profiles against the complete dataset on a year-to-year basis. We find that the use of data partitioning does not compromise the accuracy of the simulations for most of the main variables considered, even when simulating significant intermittent wind generation. This technique yields 50-fold gains in terms of computational speed, allowing complex Monte Carlo simulations and sensitivity analyses to be performed with modest computing resource.","2014-05","2015-10-13 08:31:36","2015-10-13 08:31:51","","251-260","","2","61","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QSJ7XGFT/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/X29X6P4P/Green et al. - 2014 - Divide and Conquer #x003F; -Means Clustering of De.pdf","","Clustering; Done; ElectricalEngineering; K-Means; LoadProfiling; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5V53E6UU","conferencePaper","2009","Gullo, Francesco; Ponti, Giovanni; Tagarelli, Andrea; Ruffolo, Massimiliano; Labate, Diego","Low-voltage electricity customer profiling based on load data clustering","Proceedings of the 2009 International Database Engineering & Applications Symposium (IDEAS 2009)","1-60558-402-9","","","http://dl.acm.org/citation.cfm?id=1620472","","2009-09-16","2015-09-18 08:04:13","2015-10-07 09:39:16","","330-333","","","","","","","","","","","ACM","Calabria, Italy","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/M8JEFJ92/Proceedings of the 2009 International Database Engineering & Applications Symposium 2013 Gullo.pdf","","Clustering; ComputerScience; Done; LoadProfiling; MultipleTechniques; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Database Engineering & Applications Symposium (IDEAS)","","","","","","","","","","","","","","",""
"WRZHXNWH","conferencePaper","2015","Habib, U.; Zucker, G.","Finding the Different Patterns in Buildings Data Using Bag of Words Representation with Clustering","2015 13th International Conference on Frontiers of Information Technology (FIT)","","","10.1109/FIT.2015.60","","The understanding of the buildings operation has become a challenging task due to the large amount of data recorded in energy efficient buildings. Still, today the experts use visual tools for analyzing the data. In order to make the task realistic, a method has been proposed in this paper to automatically detect the different patterns in buildings. The K Means clustering is used to automatically identify the ON (operational) cycles of the chiller. In the next step the ON cycles are transformed to symbolic representation by using Symbolic Aggregate Approximation (SAX) method. Then the SAX symbols are converted to bag of words representation for hierarchical clustering. Moreover, the proposed technique is applied to real life data of adsorption chiller. Additionally, the results from the proposed method and dynamic time warping (DTW) approach are also discussed and compared.","2015-12","2016-03-29 18:16:50","2016-04-18 06:33:56","","303-308","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/4WHP9VPT/Habib and Zucker - 2015 - Finding the Different Patterns in Buildings Data U.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/T8J8CRZN/Habib and Zucker - 2015 - Finding the Different Patterns in Buildings Data U.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/R8TQZETG/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/37X5UP4F/Habib and Zucker - 2015 - Finding the Different Patterns in Buildings Data U.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/I8879W89/Habib and Zucker - 2015 - Finding the Different Patterns in Buildings Data U.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/HQV3CQTX/Habib and Zucker - 2015 - Finding the Different Patterns in Buildings Data U.pdf","","Controls; Done; ElectricalEngineering; MotifandDiscordDetection; Operations; SAX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 13th International Conference on Frontiers of Information Technology (FIT)","","","","","","","","","","","","","","",""
"IDIWZJ6K","conferencePaper","2011","Hao, M.; Marwah, M.; Janetzko, H.; Sharma, R.; Keim, D. A.; Dayal, U.; Patnaik, D.; Ramakrishnan, N.","Visualizing frequent patterns in large multivariate time series","Proceedings of SPIE Conference on Visualization and Data Analysis 2011","","","10.1117/12.872169","http://dx.doi.org/10.1117/12.872169","The detection of previously unknown, frequently occurring patterns in time series, often called motifs, has been recognized as an important task. However, it is difficult to discover and visualize these motifs as their numbers increase, especially in large multivariate time series. To find frequent motifs, we use several temporal data mining and event encoding techniques to cluster and convert a multivariate time series to a sequence of events. Then we quantify the efficiency of the discovered motifs by linking them with a performance metric. To visualize frequent patterns in a large time series with potentially hundreds of nested motifs on a single display, we introduce three novel visual analytics methods: (1) motif layout, using colored rectangles for visualizing the occurrences and hierarchical relationships of motifs in a multivariate time series, (2) motif distortion, for enlarging or shrinking motifs as appropriate for easy analysis and (3) motif merging, to combine a number of identical adjacent motif instances without cluttering the display. Analysts can interactively optimize the degree of distortion and merging to get the best possible view. A specific motif (e.g., the most efficient or least efficient motif) can be quickly detected from a large time series for further investigation. We have applied these methods to two real-world data sets: data center cooling and oil well production. The results provide important new insights into the recurring patterns.","2011","2015-10-05 10:26:17","2015-10-07 09:41:32","2015-10-05 10:26:17","78680J-78680J-10","","","7868","","","","","","","","SPIE","San Francisco, CA, USA","","","","","","Silverchair","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/78APKDPT/2011 Hao.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QXMAUHRX/Hao et al. - 2011 - Visualizing frequent patterns in large multivariat.pdf","","ComputerScience; Controls; Done; Operations; PatternAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPIE Conference on Visualization and Data Analysis","","","","","","","","","","","","","","",""
"A5D9PHJH","book","2009","Hastie, Trevor; Tibshirani, Robert; Friedman, J. H.","The elements of statistical learning: data mining, inference, and prediction","","978-0-387-84857-0 978-0-387-84858-7","","","http://link.springer.com/article/10.1007%2FBF02985802","","2009","2015-10-19 02:53:29","2016-04-19 03:30:25","","","745","","","","","The elements of statistical learning","Springer series in statistics","","","","Springer","New York, NY","","","","","","Library of Congress ISBN","Q325.5 .H39 2009","","","","","","","","","","","","","","","","","","","","","","","","","","2nd ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVQHM7RZ","journalArticle","2014","Heidarinejad, Mohammad; Dahlhausen, Matthew; McMahon, Sean; Pyke, Chris; Srebric, Jelena","Cluster analysis of simulated energy use for LEED certified U.S. office buildings","Energy and Buildings","","03787788","10.1016/j.enbuild.2014.09.017","http://linkinghub.elsevier.com/retrieve/pii/S0378778814007087","","2014-12","2015-09-21 07:21:57","2015-10-09 04:35:25","2015-09-21 07:21:57","86-97","","","85","","Energy and Buildings","","","","","","","","en","","","","","CrossRef","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/P5GVTBXB/LEED Building Energy Clusters.pdf","","BuildingEnergyAnalysis; Classifying; Clustering; Done; K-Means; PortfolioAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7NKT5SK","conferencePaper","2013","Hong, Dezhi; Ortiz, Jorge; Whitehouse, Kamin; Culler, David","Towards Automatic Spatial Verification of Sensor Placement in Buildings","Proceedings of the 5th ACM Workshop on Embedded Systems For Energy-Efficient Buildings (BuildSys 2013)","","","","http://www.cs.berkeley.edu/~jortiz/papers/buildsys13.pdf","","2013-11-11","2015-09-18 08:04:14","2015-10-16 07:13:20","","","","","","","","","","","","","","Roma, Italy","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/3NPATCP5/5th ACM Workshop on Embedded Systems for Energy-Efficient Building (BuildSys' 13) 2013 Hong.pdf","","Clustering; ComputerScience; Controls; Done; EmpiricalModeDecomposition; Operations; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM Workshop on Embedded Sensing Systems for Energy-Efficiency in Buildings (BuildSys)","","","","","","","","","","","","","","",""
"W4MVNKKR","journalArticle","2013","Iglesias, Félix; Kastner, Wolfgang","Analysis of Similarity Measures in Times Series Clustering for the Discovery of Building Energy Patterns","Energies","","","10.3390/en6020579","http://www.mdpi.com/1996-1073/6/2/579/","","2013-02-01","2015-09-18 08:04:14","2015-09-18 08:04:14","","579-597","","2","6","","Energies","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/FA4PJE69/Energies 2013 Iglesias.pdf","","Clustering; Done; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHVG3M2W","bookSection","2015","Ioannidis, Dimosthenis; Fotiadou, Angeliki; Krinidis, Stelios; Stavropoulos, George; Tzovaras, Dimitrios; Likothanassis, Spiridon","Big Data and Visual Analytics for Building Performance Comparison","Artificial Intelligence Applications and Innovations","978-3-319-23867-8 978-3-319-23868-5","","","http://link.springer.com/chapter/10.1007/978-3-319-23868-5_30","In this paper, big data and visual analytics techniques for comparing building performance under different scenarios and designs are presented. Large data consist of building information, energy consumption, environmental measurements and occupancy information, which are combined and correlated utilizing data analytics techniques, so as to extract useful semantic information about building performance. Also, visual analytics techniques are exploited to visualize them in a compact and comprehensive way taking into account properties of human cognition, perception and sense making. They analyze and visualize the performance of the buildings under comparison in the spatio-temporal domain assisting the analyst to compare them and detect patterns, templates and crucial points that are difficult to be detected otherwise. The performance comparison of different buildings or buildings of different designs or buildings with space usage rearrangement is an important factor in engineering that leads to building renovation and construction with low energy consumption and gas emissions in conjunction with comfort, utility and durability.","2015","2015-10-13 09:18:11","2015-10-13 09:18:11","2015-10-13 09:18:11","421-430","","","","","","","IFIP Advances in Information and Communication Technology","458","","","Springer International Publishing","","en","©2015 IFIP International Federation for Information Processing","","","","link.springer.com","","DOI: 10.1007/978-3-319-23868-5_30","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/58IPVRQS/Ioannidis et al. - 2015 - Big Data and Visual Analytics for Building Perform.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UE2EBT9U/978-3-319-23868-5_30.html","","Done; PortfolioAnalysis; Review","","Chbeir, Richard; Manolopoulos, Yannis; Maglogiannis, Ilias; Alhajj, Reda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9C9ANQN","journalArticle","2010","Jacob, Dirk; Dietz, Sebastian; Komhard, Susanne; Neumann, Christian; Herkel, Sebastian","Black-box models for fault detection and performance monitoring of buildings","Journal of Building Performance Simulation","","","10.1080/19401490903414454","http://www.tandfonline.com/doi/abs/10.1080/19401490903414454","","2010-03-01","2015-09-18 08:04:16","2015-09-18 08:04:16","","53-62","","1","3","","Journal of Building Performance Simulation","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ZSSZTT8K/Journal of Building Performance Simulation 2010 Jacob.pdf","","AnomalyDetection; BuildingSimulation; Clustering; Done; Hierarchical; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUSSI54V","journalArticle","2013","Janetzko, Halldór; Stoffel, Florian; Mittelstädt, Sebastian; Keim, Daniel A","Anomaly detection for visual analytics of power consumption data","Computers & Graphics","","","10.1016/j.cag.2013.10.006","http://dx.doi.org/10.1016/j.cag.2013.10.006","","2013-10-08","2015-09-18 08:04:13","2015-09-22 08:09:22","","27-37","","","38","","Computers & Graphics","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2U5ZZV2H/Computers & Graphics 2014 Janetzko.pdf","","AnomalyDetection; ComputerScience; Done; PatternAnalysis; Unsupervised; VisualAnalytics; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISK75RNE","journalArticle","2016","Jang, Dongsik; Eom, Jiyong; Jae Park, Min; Jeung Rho, Jae","Variability of electricity load patterns and its effect on demand response: A critical peak pricing experiment on Korean commercial and industrial customers","Energy Policy","","0301-4215","10.1016/j.enpol.2015.09.029","http://www.sciencedirect.com/science/article/pii/S0301421515301154","To the extent that demand response represents an intentional electricity usage adjustment to price changes or incentive payments, consumers who exhibit more-variable load patterns on normal days may be capable of altering their loads more significantly in response to dynamic pricing plans. This study investigates the variation in the pre-enrollment load patterns of Korean commercial and industrial electricity customers and their impact on event-day loads during a critical peak pricing experiment in the winter of 2013. Contrary to conventional approaches to profiling electricity loads, this study proposes a new clustering technique based on variability indices that collectively represent the potential demand–response resource that these customers would supply. Our analysis reveals that variability in pre-enrollment load patterns does indeed have great predictive power for estimating their impact on demand–response loads. Customers in relatively low-variability clusters provided limited or no response, whereas customers in relatively high-variability clusters consistently presented large load impacts, accounting for most of the program-level peak reductions. This study suggests that dynamic pricing programs themselves may not offer adequate motivation for meaningful adjustments in load patterns, particularly for customers in low-variability clusters.","2016-01","2016-04-18 14:25:18","2016-04-19 03:26:25","2016-04-18 14:25:18","11-26","","","88","","Energy Policy","Variability of electricity load patterns and its effect on demand response","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/KN5RDZ8U/Jang et al. - 2016 - Variability of electricity load patterns and its e.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/EKD9KDRK/S0301421515301154.html","","BuildingEnergyAnalysis; Clustering; CustomerClassification; Done; K-Means; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJ3SUSFI","conferencePaper","2014","Jarrah Nezhad, Aylin; Wijaya, Tri Kurniawan; Vasirani, Matteo; Aberer, Karl","SmartD: Smart Meter Data Analytics Dashboard","Proceedings of the 5th International Conference on Future Energy Systems (e-Energy '14)","978-1-4503-2819-7","","10.1145/2602044.2602046","http://doi.acm.org/10.1145/2602044.2602046","The ability of smart meters to communicate energy consumption data in (near) real-time enables data analytics for novel applications, such as pervasive demand response, personalized energy feedback, outage management, and theft detection. Smart meter data are characterized by big volume and big velocity, which make processing and analysis very challenging from a computational point of view. In this paper we presented SmartD, a dashboard that enables the data analyst to visualize smart meter data and estimate the typical load profile of new consumers according to different contexts, temporal aggregations and consumer segments.","2014","2015-10-13 09:28:51","2015-10-15 05:45:57","2015-10-13 09:28:51","213–214","","","","","","SmartD","e-Energy '14","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/TPXPCW32/Jarrah Nezhad et al. - 2014 - SmartD Smart Meter Data Analytics Dashboard.pdf","","ComputerScience; Done; LoadProfiling; PatternAnalysis; SmartMeter; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference on Future Energy Systems (e-Energy)","","","","","","","","","","","","","","",""
"KS37MD4I","bookSection","2008","Keim, Daniel; Andrienko, Gennady; Fekete, Jean-Daniel; Görg, Carsten; Kohlhammer, Jörn; Melançon, Guy","Visual Analytics: Definition, Process, and Challenges","Information Visualization","978-3-540-70955-8 978-3-540-70956-5","","","http://link.springer.com/chapter/10.1007/978-3-540-70956-5_7","We are living in a world which faces a rapidly increasing amount of data to be dealt with on a daily basis. In the last decade, the steady improvement of data storage devices and means to create and collect data along the way influenced our way of dealing with information: Most of the time, data is stored without filtering and refinement for later use. Virtually every branch of industry or business, and any political or personal activity nowadays generate vast amounts of data. Making matters worse, the possibilities to collect and store data increase at a faster rate than our ability to use it for making decisions. However, in most applications, raw data has no value in itself; instead we want to extract the information contained in it.","2008","2015-10-19 03:24:19","2015-10-19 03:29:57","2015-10-19 03:24:19","154-175","","","","","","Visual Analytics","Lecture Notes in Computer Science","4950","","","Springer Berlin Heidelberg","","en","©2008 Springer-Verlag Berlin Heidelberg","","","","link.springer.com","","DOI: 10.1007/978-3-540-70956-5_7","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JEVWRDDI/Keim et al. - 2008 - Visual Analytics Definition, Process, and Challen.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/BQQINAXM/978-3-540-70956-5_7.html","","","","Kerren, Andreas; Stasko, John T.; Fekete, Jean-Daniel; North, Chris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZ7ISHN4","conferencePaper","2004","Keogh, Eamonn; Lonardi, Stefano; Ratanamahatana, Chotirat Ann","Towards Parameter-free Data Mining","Proceedings of the Tenth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","1-58113-888-1","","10.1145/1014052.1014077","http://doi.acm.org/10.1145/1014052.1014077","","2004","2015-10-16 05:48:22","2015-10-16 07:13:42","2015-10-16 05:48:22","206–215","","","","","","","KDD '04","","","","ACM","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/5SMX57T5/Keogh et al. - 2004 - Towards Parameter-free Data Mining.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM SIGKDD Int. Conference on Knowledge Discovery and Data Mining","","","","","","","","","","","","","","",""
"XPX6GTCW","journalArticle","2003","Krarti, Moncef","An Overview of Artificial Intelligence-Based Methods for Building Energy Systems","Journal of Solar Energy Engineering","","","10.1115/1.1592186","http://SolarEnergyEngineering.asmedigitalcollection.asme.org/article.aspx?articleid=1456822","","2003-01-01","2015-09-18 08:04:18","2015-09-18 08:04:18","","331","","3","125","","J. Sol. Energy Eng.","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/58SXH294/J. Sol. Energy Eng. 2003 Krarti.pdf","","Done; Operations; Review; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXWSTVW6","journalArticle","2008","Kusiak, Andrew; Song, Zhe","Clustering-Based Performance Optimization of the Boiler Turbine System","IEEE Transactions on Energy Conversion","","","10.1109/TEC.2007.914183","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4456516","","2008-06-05","2015-09-18 08:04:17","2015-10-22 04:09:16","","651-658","","2","23","","IEEE Trans. Energy Convers.","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/EBBC6MMJ/IEEE Trans. Energy Convers. 2008 Kusiak.pdf","","Clustering; Controls; Done; ElectricalEngineering; MultipleTechniques; Operations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGIBVU5S","journalArticle","2008","Lam, Joseph C; Wan, Kevin K W; Cheung, K L; Yang, Liu","Principal component analysis of electricity use in office buildings","Energy and Buildings","","","10.1016/j.enbuild.2007.06.001","http://linkinghub.elsevier.com/retrieve/pii/S0378778807001764","","2008-01-01","2015-09-18 08:04:17","2015-09-18 08:04:17","","828-836","","5","40","","Energy and Buildings","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/43IDET4X/Energy and Buildings 2008 Lam.pdf","","BuildingEnergyAnalysis; Characterization; Done; NoveltyDetection; PCA; PortfolioAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXXWM3CK","conferencePaper","2013","Lange, B; Rodriguez, N; Puech, W; Vasques, X","Discovering unexpected information using a building energy visualization tool","Proceedings of the IS&T/SPIE 2013 Conference on Electronic Imaging","","","10.1117/12.2000273","http://proceedings.spiedigitallibrary.org/proceeding.aspx?doi=10.1117/12.2000273","","2013-03-12","2015-09-18 08:04:14","2015-10-07 09:48:11","","86500Q","","","8650","","","","","","","","SPIE","San Francisco, CA, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ZT2GTKCX/IS&TSPIE Electronic Imaging 2013 Lange.pdf","","Done; ElectricalEngineering; EnergyManagment; Operations; PatternAnalysis; VisualAnalytics","","Baskurt, Atilla M; Sitnik, Robert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IS&T/SPIE Conference on Electronic Imaging","","","","","","","","","","","","","","",""
"AWV8IZGA","bookSection","2012","Lange, Benoit; Rodriguez, Nancy; Puech, William","Energy Consumption Improvement Through a Visualization Software","Energy Efficiency - A Bridge to Low Carbon Economy","","","","","","2012-03-06","2015-09-18 08:04:15","2015-10-07 10:14:25","","161-184","","","","","","","","","","","Intech","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DMJ4CK9R/2012 Lange.pdf","","Done; ElectricalEngineering; EnergyManagment; Operations; PatternAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USEW8N7I","journalArticle","2014","Lavin, Alexander; Klabjan, Diego","Clustering time-series energy data from smart meters","Energy Efficiency","","1570-646X, 1570-6478","10.1007/s12053-014-9316-0","http://link.springer.com/article/10.1007/s12053-014-9316-0","Investigations have been performed into using clustering methods in data mining time-series data from smart meters. The problem is to identify patterns and trends in energy usage profiles of commercial and industrial customers over 24-h periods and group similar profiles. We tested our method on energy usage data provided by several U.S. power utilities. The results show accurate grouping of accounts similar in their energy usage patterns, and potential for the method to be utilized in energy efficiency programs.","2014-11-12","2015-10-13 09:28:42","2015-10-13 09:28:42","2015-10-13 09:28:42","681-689","","4","8","","Energy Efficiency","","","","","","","","en","","","","","link.springer.com","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UJESDENS/Lavin and Klabjan - 2014 - Clustering time-series energy data from smart mete.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/I6RVRMF2/s12053-014-9316-0.html","","BuildingEnergyAnalysis; Clustering; Done; K-Means; LoadProfiling; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAGVMVIQ","conferencePaper","2014","Le Cam, M; Zmeureanu, R; Daoud, A","Application of Data Mining techniques for energy modeling of HVAC sub-systems","Proceedings of eSim 2014 - IBPSA-Canada Conference","","","","http://www.ibpsa.org/proceedings/eSimPapers/2014/7A.3.pdf","Abstract The Building Automation Systems (BAS) installed in commercial and institutional buildings collects a very large amount of data. These measurements present a gold mine of information which could be used for better understanding of the actual building operation ...","2014-05-01","2015-09-18 08:04:13","2015-10-07 09:50:13","","","","","","","","","","","","","IBPSA","Ottawa, Canada","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/9FPBFQWP/2014 Le Cam.pdf","","AnomalyDetection; BuildingSimulation; DataMining; Done; NoveltyDetection; PCA; Subsystem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IBPSA-Canada Conference (eSim)","","","","","","","","","","","","","","",""
